geo_event_id,account_id,timestamp,ip_address,city,state,country,latitude,longitude,is_vpn_or_proxy,distance_from_last_location_km,registered_country_match,event_type,evidence_status
GEO-BEZL7K,ACC-DG0LKS9,2026-04-12 22:31:00,182.93.216.143,Bengaluru,Karnataka,INDIA,12.954322,77.642178,FALSE,6.3,TRUE,LOGIN,AVAILABLE
GEO-QRH1VT,ACC-O3V94X2,2026-04-12 22:38:00,157.5.227.97,Kochi,Kerala,INDIA,9.908651,76.293944,FALSE,1.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-PY73JN,ACC-YTFDRY5,2026-04-12 22:47:00,117.63.215.152,Kochi,Kerala,INDIA,9.954862,76.233902,FALSE,6.1,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-I9Q9ZR,ACC-9ET83Z0,2026-04-12 23:13:00,223.101.110.169,Coimbatore,Tamil Nadu,INDIA,10.972954,76.947867,FALSE,9.0,TRUE,LOGIN,AVAILABLE
GEO-F0IEEN,ACC-YRJVZA6,2026-04-12 23:25:00,49.19.246.210,Guwahati,Assam,INDIA,26.112324,91.748170,FALSE,3.3,TRUE,LOGIN,AVAILABLE
GEO-7DXW8I,ACC-2WT1Q3T,2026-04-12 23:29:00,103.195.53.241,Lucknow,Uttar Pradesh,INDIA,26.879342,80.909788,FALSE,9.4,TRUE,LOGIN,AVAILABLE
GEO-PA30XR,ACC-NWET6T1,2026-04-13 07:09:00,182.22.250.43,Bhopal,Madhya Pradesh,INDIA,23.264474,77.460038,FALSE,6.7,TRUE,LOGIN,AVAILABLE
GEO-R2QNVD,ACC-ZAQ8H3X,2026-04-13 07:17:00,182.232.45.17,Mumbai,Maharashtra,INDIA,19.069087,72.894070,FALSE,4.9,TRUE,LOGIN,AVAILABLE
GEO-EO6ME5,ACC-YYUG5GN,2026-04-13 07:31:00,223.112.172.240,Guwahati,Assam,INDIA,26.182447,91.775252,FALSE,8.3,TRUE,LOGIN,AVAILABLE
GEO-YS2SRJ,ACC-H7GX86O,2026-04-13 08:04:00,117.94.19.16,Guwahati,Assam,INDIA,26.178528,91.719394,FALSE,5.9,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-COCZ8P,ACC-GCNM08K,2026-04-13 08:05:00,157.249.103.90,Kochi,Kerala,INDIA,9.908548,76.247717,FALSE,3.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-9SJ89V,ACC-TKMP1LP,2026-04-13 08:23:00,223.161.112.107,Patna,Bihar,INDIA,25.609926,85.104726,FALSE,2.4,TRUE,LOGIN,AVAILABLE
GEO-0EN7G7,ACC-X1Z2YVL,2026-04-13 08:24:00,223.214.99.129,Visakhapatnam,Andhra Pradesh,INDIA,17.663831,83.213773,FALSE,9.6,TRUE,LOGIN,AVAILABLE
GEO-HFEX0J,ACC-9FN202S,2026-04-13 08:30:00,157.119.191.44,Surat,Gujarat,INDIA,21.183151,72.795624,FALSE,4.8,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-1V95UT,ACC-2Z1UBYH,2026-04-13 08:35:00,103.28.125.90,Lucknow,Uttar Pradesh,INDIA,26.803786,80.903852,FALSE,7.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-H5OKSL,ACC-0IQSVUH,2026-04-13 09:00:00,49.15.168.148,Mumbai,Maharashtra,INDIA,19.120177,72.891533,FALSE,5.8,TRUE,LOGIN,AVAILABLE
GEO-GU5OE6,ACC-GG2KTBC,2026-04-13 09:03:00,49.69.21.182,Surat,Gujarat,INDIA,21.125220,72.782925,FALSE,5.0,TRUE,LOGIN,AVAILABLE
GEO-HES5SL,ACC-HL8Z7IO,2026-04-13 09:12:00,157.167.32.66,Ahmedabad,Gujarat,INDIA,23.050020,72.621092,FALSE,7.7,TRUE,LOGIN,AVAILABLE
GEO-PN9FQ3,ACC-E00V830,2026-04-13 09:19:00,103.68.118.78,Indore,Madhya Pradesh,INDIA,22.742923,75.857734,FALSE,2.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-R20PHI,ACC-ZC87CVB,2026-04-13 09:24:00,103.27.9.210,Bengaluru,Karnataka,INDIA,12.972984,77.617586,FALSE,1.7,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-FO796K,ACC-MTU16BT,2026-04-13 09:33:00,223.103.196.53,Bengaluru,Karnataka,INDIA,13.012387,77.564201,FALSE,7.9,TRUE,LOGIN,AVAILABLE
GEO-4XUSN1,ACC-K8THBZ5,2026-04-13 09:38:00,117.222.127.167,Lucknow,Uttar Pradesh,INDIA,26.797053,80.899174,FALSE,8.7,TRUE,LOGIN,AVAILABLE
GEO-3M5P92,ACC-0H8WN2T,2026-04-13 09:39:00,49.12.31.209,Chennai,Tamil Nadu,INDIA,13.045972,80.239907,FALSE,5.2,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-IV2QXP,ACC-XXV6AZE,2026-04-13 09:40:00,157.162.140.216,Nagpur,Maharashtra,INDIA,21.171190,79.043742,FALSE,11.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-XGZ2Q3,ACC-R37F7FP,2026-04-13 09:44:00,157.144.239.202,Chandigarh,Chandigarh,INDIA,30.775564,76.820321,FALSE,1.5,TRUE,LOGIN,AVAILABLE
GEO-RE9JSX,ACC-SY0X4KN,2026-04-13 09:44:00,103.34.240.206,Hyderabad,Telangana,INDIA,17.345634,78.452439,FALSE,5.3,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-3FTYNU,ACC-G8WJAI7,2026-04-13 09:51:00,182.205.230.243,Surat,Gujarat,INDIA,21.162801,72.816094,FALSE,4.1,TRUE,LOGIN,AVAILABLE
GEO-1Y2XVJ,ACC-C4XYJLC,2026-04-13 10:09:00,117.230.239.103,Coimbatore,Tamil Nadu,INDIA,11.022698,76.931161,FALSE,6.9,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-4K4JCM,ACC-79O2XZ3,2026-04-13 10:25:00,182.52.16.155,Hyderabad,Telangana,INDIA,17.405850,78.502746,FALSE,6.0,TRUE,LOGIN,AVAILABLE
GEO-S4JTR3,ACC-DY1MSMZ,2026-04-13 10:31:00,223.100.5.152,Ahmedabad,Gujarat,INDIA,23.039964,72.594733,FALSE,2.8,TRUE,LOGIN,AVAILABLE
GEO-SAUA52,ACC-W042LPI,2026-04-13 10:53:00,106.28.104.145,Bhopal,Madhya Pradesh,INDIA,23.307757,77.392919,FALSE,7.7,TRUE,LOGIN,AVAILABLE
GEO-WI5BGO,ACC-D6FLEEP,2026-04-13 11:01:00,106.50.110.241,Jaipur,Rajasthan,INDIA,26.959289,75.749165,FALSE,4.8,TRUE,LOGIN,AVAILABLE
GEO-28V6HC,ACC-6O9YZPF,2026-04-13 11:06:00,157.65.62.212,Mumbai,Maharashtra,INDIA,19.079709,72.912964,FALSE,7.7,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-YI9CJ3,ACC-44CI4J3,2026-04-13 11:13:00,223.108.69.141,Bhopal,Madhya Pradesh,INDIA,23.243497,77.367266,FALSE,5.2,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-EK7AVK,ACC-9JHCAZ8,2026-04-13 11:22:00,117.15.79.24,Kolkata,West Bengal,INDIA,22.606466,88.329172,FALSE,8.3,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-HI98JJ,ACC-3JPJT10,2026-04-13 11:30:00,117.5.187.40,Visakhapatnam,Andhra Pradesh,INDIA,17.684064,83.259261,FALSE,1.7,TRUE,LOGIN,AVAILABLE
GEO-F4GLR2,ACC-9EC6G61,2026-04-13 11:43:00,223.103.206.61,Chandigarh,Chandigarh,INDIA,30.744995,76.757497,FALSE,1.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-8CBTYT,ACC-CAIKVW2,2026-04-13 11:50:00,117.17.193.37,Delhi,Delhi,INDIA,28.623413,77.197172,FALSE,0.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-DM3EWA,ACC-43VVT0V,2026-04-13 11:52:00,49.108.175.230,Ahmedabad,Gujarat,INDIA,23.046561,72.530790,FALSE,7.7,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-6H3R0Y,ACC-JXVIHM2,2026-04-13 12:02:00,223.104.187.21,Jaipur,Rajasthan,INDIA,26.894560,75.780992,FALSE,5.5,TRUE,LOGIN,AVAILABLE
GEO-7OX56E,ACC-G9O9YP6,2026-04-13 12:08:00,157.129.16.172,Jaipur,Rajasthan,INDIA,26.926304,75.785312,FALSE,0.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-QN6XZ7,ACC-4SBKXCS,2026-04-13 12:08:00,103.238.149.33,Patna,Bihar,INDIA,25.610938,85.152697,FALSE,3.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-K9TWN5,ACC-A78MX1E,2026-04-13 12:22:00,182.97.7.117,Patna,Bihar,INDIA,25.570577,85.162492,FALSE,3.7,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-BG9AAV,ACC-56Q8V88,2026-04-13 12:31:00,182.54.39.80,Chandigarh,Chandigarh,INDIA,30.774421,76.801759,FALSE,3.3,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-EL6QBU,ACC-7YJPCHM,2026-04-13 12:49:00,103.62.35.188,Visakhapatnam,Andhra Pradesh,INDIA,17.712532,83.202793,FALSE,2.6,TRUE,LOGIN,AVAILABLE
GEO-NTAP2R,ACC-9F5G3UK,2026-04-13 12:56:00,157.231.215.191,Coimbatore,Tamil Nadu,INDIA,10.992515,76.920408,FALSE,6.1,TRUE,LOGIN,AVAILABLE
GEO-EV99ZI,ACC-CAIKVW2,2026-04-13 13:00:00,103.12.118.232,Delhi,Delhi,INDIA,28.624573,77.179837,FALSE,4.3,TRUE,LOGIN,AVAILABLE
GEO-8VC3LH,ACC-Z565OD7,2026-04-13 13:04:00,182.2.35.152,Hyderabad,Telangana,INDIA,17.383572,78.511016,FALSE,6.4,TRUE,LOGIN,AVAILABLE
GEO-PKO8VJ,ACC-22N64KF,2026-04-13 13:16:00,103.7.149.26,Chennai,Tamil Nadu,INDIA,13.037373,80.244530,FALSE,8.2,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-L6JVRU,ACC-1SGFGFB,2026-04-13 13:34:00,182.177.107.180,Lucknow,Uttar Pradesh,INDIA,26.889675,80.927130,FALSE,5.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-RDLGE2,ACC-9JHCAZ8,2026-04-13 13:48:00,157.198.157.65,Kolkata,West Bengal,INDIA,22.583551,88.365437,FALSE,4.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-I5FU1I,ACC-9ET83Z0,2026-04-13 13:49:00,157.153.161.213,Coimbatore,Tamil Nadu,INDIA,11.044156,76.986792,FALSE,1.7,TRUE,LOGIN,AVAILABLE
GEO-OXP4Z6,ACC-FPEA0JL,2026-04-13 13:51:00,182.230.216.85,Mumbai,Maharashtra,INDIA,19.055671,72.891063,FALSE,9.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-H6JQ91,ACC-9RGDKUY,2026-04-13 14:11:00,,,,,,,,,,LOGIN,UNAVAILABLE
GEO-7IRK0B,ACC-QBCV0QM,2026-04-13 14:22:00,106.210.157.234,Bengaluru,Karnataka,INDIA,12.998250,77.629518,FALSE,5.1,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-6CQ1QJ,ACC-KO0JL6Q,2026-04-13 14:31:00,103.132.232.69,Mumbai,Maharashtra,INDIA,19.032793,72.889737,FALSE,4.9,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-404R90,ACC-9ET83Z0,2026-04-13 14:32:00,223.82.232.104,Coimbatore,Tamil Nadu,INDIA,10.996470,76.975322,FALSE,3.9,TRUE,LOGIN,AVAILABLE
GEO-K6KL2A,ACC-7F16XBX,2026-04-13 14:33:00,157.150.233.122,Lucknow,Uttar Pradesh,INDIA,26.896100,80.989410,FALSE,5.7,TRUE,LOGIN,AVAILABLE
GEO-K1JX44,ACC-EYNINT1,2026-04-13 14:45:00,157.67.190.17,Chennai,Tamil Nadu,INDIA,13.116337,80.319111,FALSE,10.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-DOZUO8,ACC-Q5XVTHG,2026-04-13 14:55:00,182.241.134.13,Jaipur,Rajasthan,INDIA,26.923971,75.785177,FALSE,0.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-2X90QU,ACC-C3Y7HAT,2026-04-13 14:59:00,106.20.227.26,Coimbatore,Tamil Nadu,INDIA,11.037819,76.930433,FALSE,7.6,TRUE,LOGIN,AVAILABLE
GEO-LP922R,ACC-SRQT0PA,2026-04-13 15:03:00,49.13.153.38,Kolkata,West Bengal,INDIA,22.578927,88.389781,FALSE,2.5,TRUE,LOGIN,AVAILABLE
GEO-ENU0NI,ACC-TR5GOIT,2026-04-13 15:08:00,157.102.90.114,Guwahati,Assam,INDIA,26.161241,91.732161,FALSE,2.8,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-9MTY0M,ACC-2WT59GL,2026-04-13 15:13:00,103.235.203.150,Surat,Gujarat,INDIA,21.211003,72.876159,FALSE,2.7,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-DM62AE,ACC-D1I4N2E,2026-04-13 15:23:00,103.117.149.4,Kochi,Kerala,INDIA,9.977352,76.263125,FALSE,3.1,TRUE,LOGIN,AVAILABLE
GEO-FF2CBA,ACC-BQR9LC5,2026-04-13 15:29:00,106.249.208.201,Bengaluru,Karnataka,INDIA,12.931141,77.609621,FALSE,3.5,TRUE,LOGIN,AVAILABLE
GEO-E6YKWH,ACC-IFI031L,2026-04-13 15:48:00,157.230.56.139,Kochi,Kerala,INDIA,9.940914,76.310681,FALSE,4.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-X7V69E,ACC-DW6ET32,2026-04-13 15:53:00,117.123.23.122,Ahmedabad,Gujarat,INDIA,22.982536,72.558511,FALSE,5.0,TRUE,LOGIN,AVAILABLE
GEO-3BZPPT,ACC-O1SZJIV,2026-04-13 15:55:00,157.13.102.50,Kochi,Kerala,INDIA,9.978689,76.293371,FALSE,0.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-O8EDQC,ACC-1YBPERH,2026-04-13 15:57:00,157.167.7.49,Jaipur,Rajasthan,INDIA,26.902142,75.811041,FALSE,4.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-O2ZFN9,ACC-4EVB2Y6,2026-04-13 16:15:00,106.138.134.199,Kochi,Kerala,INDIA,9.973350,76.258234,FALSE,9.3,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-Y6RV23,ACC-AG8VFMI,2026-04-13 16:25:00,49.141.158.42,Bhopal,Madhya Pradesh,INDIA,23.237506,77.365145,FALSE,4.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-HDTLM4,ACC-U9NMNSW,2026-04-13 16:26:00,49.90.165.113,Coimbatore,Tamil Nadu,INDIA,11.058858,76.954150,FALSE,4.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-Q9Y0VF,ACC-XGJ1QQ8,2026-04-13 16:31:00,182.239.44.68,Kolkata,West Bengal,INDIA,22.601519,88.315323,FALSE,12.8,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-J639FL,ACC-C46C17Z,2026-04-13 16:36:00,103.183.42.129,Kochi,Kerala,INDIA,9.947474,76.229033,FALSE,5.1,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-FY5BHK,ACC-ONMRS5Y,2026-04-13 16:39:00,117.203.47.30,Chennai,Tamil Nadu,INDIA,13.081367,80.225061,FALSE,10.5,TRUE,LOGIN,AVAILABLE
GEO-VS5BQ2,ACC-E3YVZMZ,2026-04-13 16:41:00,103.182.44.80,Chandigarh,Chandigarh,INDIA,30.728686,76.809533,FALSE,6.1,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-II5XP1,ACC-0H8WN2T,2026-04-13 16:50:00,106.113.133.211,Chennai,Tamil Nadu,INDIA,13.059608,80.294702,FALSE,5.7,TRUE,LOGIN,AVAILABLE
GEO-U2QVY2,ACC-B5SQ0ZY,2026-04-13 17:10:00,223.66.129.209,Bhopal,Madhya Pradesh,INDIA,23.228162,77.374525,FALSE,5.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-121AG4,ACC-6I5A7D9,2026-04-13 17:32:00,49.237.168.242,Visakhapatnam,Andhra Pradesh,INDIA,17.725685,83.252723,FALSE,8.7,TRUE,LOGIN,AVAILABLE
GEO-SPM24Q,ACC-4Z56RJ3,2026-04-13 17:35:00,106.7.106.177,Delhi,Delhi,INDIA,28.576043,77.191322,FALSE,0.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-5O122S,ACC-D6FLEEP,2026-04-13 17:39:00,49.35.95.218,Jaipur,Rajasthan,INDIA,26.926715,75.752270,FALSE,0.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-T0MC95,ACC-9F5G3UK,2026-04-13 17:49:00,182.174.60.80,Coimbatore,Tamil Nadu,INDIA,11.020749,76.961259,FALSE,4.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-UN8SYJ,ACC-6SR17OT,2026-04-13 17:50:00,223.112.225.161,Kolkata,West Bengal,INDIA,22.617347,88.355341,FALSE,0.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-A0SRCR,ACC-IFY7O0P,2026-04-13 17:54:00,157.87.96.62,Chennai,Tamil Nadu,INDIA,13.053082,80.249837,FALSE,5.2,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-8LSL4Y,ACC-LUJBU00,2026-04-13 18:01:00,106.169.129.136,Visakhapatnam,Andhra Pradesh,INDIA,17.645202,83.257748,FALSE,7.3,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-JRS2J8,ACC-6K088ZF,2026-04-13 18:04:00,117.215.189.199,Ahmedabad,Gujarat,INDIA,23.041443,72.551574,FALSE,1.8,TRUE,LOGIN,AVAILABLE
GEO-4ZK5XQ,ACC-TM9MCPR,2026-04-13 18:07:00,49.112.179.169,Indore,Madhya Pradesh,INDIA,22.748221,75.874740,FALSE,7.7,TRUE,LOGIN,AVAILABLE
GEO-GYG4W7,ACC-ZV9DKYA,2026-04-13 18:13:00,117.175.9.77,Bengaluru,Karnataka,INDIA,12.926041,77.601783,FALSE,7.9,TRUE,LOGIN,AVAILABLE
GEO-6TYU8E,ACC-FZVE9L4,2026-04-13 18:18:00,,,,,,,,,,LOGIN,UNAVAILABLE
GEO-Z3SBV3,ACC-Z565OD7,2026-04-13 18:19:00,49.54.107.195,Hyderabad,Telangana,INDIA,17.395960,78.499395,FALSE,1.8,TRUE,LOGIN,AVAILABLE
GEO-GFH5HS,ACC-R9RIGPP,2026-04-13 18:29:00,103.161.40.210,Guwahati,Assam,INDIA,26.177504,91.736660,FALSE,8.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-B5SZDF,ACC-A7NMSK8,2026-04-13 18:44:00,45.17.225.248,Hyderabad,Telangana,INDIA,17.370525,78.436729,TRUE,11.0,TRUE,LOGIN,AVAILABLE
GEO-DKHYN4,ACC-H1RJFUI,2026-04-13 18:44:00,223.12.57.216,Nagpur,Maharashtra,INDIA,21.112829,79.137784,FALSE,7.2,TRUE,LOGIN,AVAILABLE
GEO-3DMUQL,ACC-GG7JPM7,2026-04-13 18:47:00,223.40.45.25,Patna,Bihar,INDIA,25.626341,85.109728,FALSE,9.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-82FV61,ACC-MU6FGK8,2026-04-13 18:56:00,117.232.173.184,Kochi,Kerala,INDIA,9.927030,76.285761,FALSE,7.1,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-57G374,ACC-ECJ5B4C,2026-04-13 19:03:00,,,,,,,,,,LOGIN,UNAVAILABLE
GEO-BC3B8K,ACC-YTFDRY5,2026-04-13 19:04:00,103.55.182.192,Kochi,Kerala,INDIA,9.883881,76.275516,FALSE,3.1,TRUE,LOGIN,AVAILABLE
GEO-SI138E,ACC-KO0JL6Q,2026-04-13 19:06:00,157.4.163.32,Mumbai,Maharashtra,INDIA,19.060742,72.864156,FALSE,3.3,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-VXVP56,ACC-9FM8D7M,2026-04-13 19:10:00,182.28.134.100,Ahmedabad,Gujarat,INDIA,22.977105,72.599789,FALSE,8.8,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-8O03HP,ACC-QBCV0QM,2026-04-13 19:10:00,103.175.9.224,Bengaluru,Karnataka,INDIA,12.955498,77.613321,FALSE,3.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-0UV2QO,ACC-8R8KUSS,2026-04-13 19:11:00,182.70.41.234,Chennai,Tamil Nadu,INDIA,13.088854,80.295399,FALSE,1.3,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-MHT9VT,ACC-O3V94X2,2026-04-13 19:15:00,157.67.199.128,Kochi,Kerala,INDIA,9.959083,76.270396,FALSE,4.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-Z949QE,ACC-C46C17Z,2026-04-13 19:17:00,223.143.54.170,Kochi,Kerala,INDIA,9.953501,76.220732,FALSE,5.7,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-Y5Y43A,ACC-QG18BAZ,2026-04-13 19:17:00,157.18.148.221,Visakhapatnam,Andhra Pradesh,INDIA,17.698571,83.225359,FALSE,2.4,TRUE,LOGIN,AVAILABLE
GEO-4PRAAQ,ACC-4ZXTX1L,2026-04-13 19:35:00,106.191.246.8,Kochi,Kerala,INDIA,9.938311,76.233392,FALSE,2.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-KP4BGQ,ACC-CT2CXIF,2026-04-13 19:57:00,182.92.184.167,Surat,Gujarat,INDIA,21.187835,72.782797,FALSE,10.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-0R5FJR,ACC-69BY4CY,2026-04-13 20:03:00,117.166.211.211,Patna,Bihar,INDIA,25.565028,85.160691,FALSE,6.7,TRUE,LOGIN,AVAILABLE
GEO-XOB27G,ACC-Q5XVTHG,2026-04-13 20:03:00,117.2.171.185,Jaipur,Rajasthan,INDIA,26.943346,75.744920,FALSE,4.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-KR4KSK,ACC-3A1DU10,2026-04-13 20:06:00,157.165.233.17,Ahmedabad,Gujarat,INDIA,23.071823,72.581078,FALSE,1.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-M5JV4N,ACC-GL64TPK,2026-04-13 20:12:00,103.111.210.145,Guwahati,Assam,INDIA,26.144028,91.698492,FALSE,4.9,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-8TEXR2,ACC-EOGKKC0,2026-04-13 20:18:00,182.148.94.105,Hyderabad,Telangana,INDIA,17.412750,78.531800,FALSE,10.1,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-N5WKKN,ACC-VGKP7L9,2026-04-13 20:26:00,182.28.101.132,Kochi,Kerala,INDIA,9.970959,76.292238,FALSE,6.1,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-CKXTP3,ACC-TKMP1LP,2026-04-13 20:33:00,182.222.54.110,Patna,Bihar,INDIA,25.550564,85.136455,FALSE,1.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-C945ZL,ACC-6Y3A5Z1,2026-04-13 20:33:00,106.31.47.169,Nagpur,Maharashtra,INDIA,21.158677,79.107999,FALSE,3.8,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-9O6XPT,ACC-9JHCAZ8,2026-04-13 20:46:00,182.238.82.54,Kolkata,West Bengal,INDIA,22.527985,88.406319,FALSE,11.8,TRUE,LOGIN,AVAILABLE
GEO-YAJPZ3,ACC-UM4ULZU,2026-04-13 20:49:00,182.129.218.145,Coimbatore,Tamil Nadu,INDIA,11.023260,76.934688,FALSE,7.8,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-SYZRI1,ACC-BS5FI6E,2026-04-13 20:50:00,223.24.212.89,Kolkata,West Bengal,INDIA,22.589136,88.327146,FALSE,4.8,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-38WSHS,ACC-JS2MXCB,2026-04-13 20:53:00,157.111.73.59,Mumbai,Maharashtra,INDIA,19.094832,72.923992,FALSE,3.9,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-2RDM8E,ACC-SSG5XRZ,2026-04-13 20:55:00,117.44.188.36,Hyderabad,Telangana,INDIA,17.420254,78.497756,FALSE,2.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-0K7HLJ,ACC-DY1MSMZ,2026-04-13 20:56:00,117.51.227.201,Ahmedabad,Gujarat,INDIA,22.973046,72.611713,FALSE,11.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-ZLVR1P,ACC-9F5G3UK,2026-04-13 21:10:00,103.244.131.90,Coimbatore,Tamil Nadu,INDIA,11.020368,76.941286,FALSE,5.7,TRUE,LOGIN,AVAILABLE
GEO-ZI3EN7,ACC-2N82WZM,2026-04-13 21:50:00,223.105.2.236,Bengaluru,Karnataka,INDIA,13.001963,77.639239,FALSE,9.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-OQJ8G6,ACC-ZO2X4GT,2026-04-13 21:56:00,223.38.127.107,Coimbatore,Tamil Nadu,INDIA,11.004974,76.917073,FALSE,6.3,TRUE,LOGIN,AVAILABLE
GEO-G3XLZD,ACC-DY7084P,2026-04-13 21:59:00,182.171.185.68,Chandigarh,Chandigarh,INDIA,30.691225,76.774901,FALSE,8.3,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-OKYK1T,ACC-4CSKJ3F,2026-04-13 22:07:00,117.6.34.131,Chennai,Tamil Nadu,INDIA,13.095394,80.285278,FALSE,8.5,TRUE,LOGIN,AVAILABLE
GEO-7VGH3U,ACC-6EK26Y9,2026-04-13 22:10:00,117.36.31.36,Lucknow,Uttar Pradesh,INDIA,26.843443,80.965739,FALSE,5.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-3GUT6T,ACC-R9RIGPP,2026-04-13 22:13:00,103.179.164.5,Guwahati,Assam,INDIA,26.105974,91.692500,FALSE,8.3,TRUE,LOGIN,AVAILABLE
GEO-SJF9C0,ACC-MJ76CI5,2026-04-13 22:13:00,157.156.175.179,Bhopal,Madhya Pradesh,INDIA,23.294877,77.369790,FALSE,4.2,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-2Z1HJF,ACC-2O8PT4M,2026-04-13 22:33:00,157.191.74.188,Indore,Madhya Pradesh,INDIA,22.740724,75.856626,FALSE,3.9,TRUE,LOGIN,AVAILABLE
GEO-O670WW,ACC-Q2NS5MH,2026-04-13 22:43:00,49.163.54.217,Bengaluru,Karnataka,INDIA,12.977609,77.606740,FALSE,1.5,TRUE,LOGIN,AVAILABLE
GEO-23AHK5,ACC-7YVR4NK,2026-04-13 22:44:00,223.70.241.59,Kochi,Kerala,INDIA,9.894352,76.278467,FALSE,6.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-FF4EJB,ACC-3A1MITK,2026-04-13 22:57:00,103.113.204.23,Guwahati,Assam,INDIA,26.124298,91.776690,FALSE,10.0,TRUE,LOGIN,AVAILABLE
GEO-BU3NO3,ACC-79O2XZ3,2026-04-13 23:17:00,49.250.124.7,Hyderabad,Telangana,INDIA,17.377135,78.455825,FALSE,4.4,TRUE,LOGIN,AVAILABLE
GEO-49SPUI,ACC-WHV3F3F,2026-04-13 23:20:00,157.121.205.185,Pune,Maharashtra,INDIA,18.531931,73.840585,FALSE,3.4,TRUE,LOGIN,AVAILABLE
