device_id,account_id,device_type,os,device_fingerprint,first_seen_date,last_seen_date,is_trusted_device,sim_change_detected,jailbroken_rooted,device_status,previous_device_id,evidence_status
DEV-WCDUQ1,ACC-B56HEP2,TABLET,Android 14 (Tablet),fp-fa62ab5210fb,2025-10-29,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-RQWMX6,ACC-B56HEP2,MOBILE,Android 14,fp-c11e5e8cee7e,2025-12-05,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-KB4N2T,AVAILABLE
DEV-0BUJ7J,ACC-B5SQ0ZY,MOBILE,Android 12,fp-b1af5d5219fc,2024-02-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-Y04N73,ACC-B5SQ0ZY,TABLET,Android 14 (Tablet),fp-3fd6f4a34a76,2026-02-03,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-R7Q9RM,ACC-B5UL5NW,MOBILE,iOS 16,fp-e10d5faa395b,2026-04-07,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-A8HBPW,ACC-BDH02YH,MOBILE,iOS 17,fp-c682c0a4abdb,2020-04-26,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-491VB7,ACC-BQR9LC5,MOBILE,Android 12,fp-3f59f95cc4f8,2021-09-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-KOX6N3,ACC-BRCL472,MOBILE,iOS 16,fp-35b5829b2ca2,2026-07-18,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-8ITV5I,ACC-BS5FI6E,MOBILE,Android 12,fp-845e9619f773,2020-03-16,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-QYS357,ACC-BVN8NN8,MOBILE,Android 12,fp-8dc555078091,2025-06-20,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-PZ0CXM,ACC-BX9X39I,MOBILE,Android 12,fp-88a590a92756,2024-09-24,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-KPXVW3,ACC-C04T2VY,MOBILE,iOS 17,fp-5fd08a9e0cde,2025-03-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-3RCVYM,ACC-C3DXMRX,MOBILE,iOS 17,fp-a2bb85018f78,2021-02-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-VEJV1G,ACC-C3Y7HAT,MOBILE,Android 13,fp-9b27883e2995,2022-09-01,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-J8SV0T,ACC-C46C17Z,MOBILE,Android 12,fp-0e5455b0d600,2023-09-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7QPMPN,ACC-C4XYJLC,MOBILE,Android 14,fp-d3735a1bc695,2021-12-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-Y5IP3W,ACC-C4XYJLC,TABLET,iPadOS 17,fp-eeb13d31a22c,2026-05-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-5FT3RF,ACC-C9ODQQB,MOBILE,iOS 16,fp-c882bdefe4fd,2020-06-08,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-6UPEZB,ACC-CAIKVW2,MOBILE,Android 13,fp-43ab1e433ac4,2024-05-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-AE7WY7,ACC-CBKOGG5,MOBILE,iOS 17,fp-685b50e46cb1,2023-04-23,2026-04-21,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-E0ANQP,ACC-CBKOGG5,MOBILE,iOS 16,fp-4555a09559c9,2023-04-24,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-EEBJB7,ACC-CBKOGG5,MOBILE,iOS 17,fp-4c55492d09db,2026-04-21,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-AE7WY7,AVAILABLE
DEV-5Q0NAH,ACC-CDP9AJG,MOBILE,Android 13,fp-636a5e525e70,2024-12-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-KEK90N,ACC-CEM9N4N,MOBILE,Android 14,fp-e21a1947bdbf,2023-11-13,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-D6PYSK,ACC-CEQUA7O,MOBILE,Android 12,fp-48df324abc7e,2024-07-01,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-W8V0MP,ACC-CEQUA7O,WEB,macOS / Safari,fp-5ace85e087f4,2025-12-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-1O1NPB,ACC-CER8CLU,MOBILE,Android 12,fp-5922dbcb0a80,2021-04-03,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-UTY7BS,ACC-CFU5HYS,MOBILE,iOS 16,fp-99ab3d894288,2020-10-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-28EWT4,ACC-CR0F5PX,MOBILE,iOS 16,fp-c9b59151c16c,2025-01-28,2026-02-11,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-830C7X,ACC-CR0F5PX,MOBILE,Android 14,fp-60c16441d508,2025-02-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-IW3SEL,ACC-CR0F5PX,MOBILE,iOS 16,fp-936c70db2ff1,2026-02-11,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-28EWT4,AVAILABLE
DEV-2G862W,ACC-CT2CXIF,MOBILE,Android 12,fp-ea1141fa418c,2026-01-04,2026-01-05,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-D3SNBZ,ACC-CT2CXIF,MOBILE,iOS 17,fp-8ff65149880f,2026-01-05,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-2G862W,AVAILABLE
DEV-27MAE9,ACC-CT2CXIF,MOBILE,Android 12,fp-db9c0e9ad5ac,2026-01-24,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-EI5XB9,ACC-CTT593O,MOBILE,iOS 16,fp-4c0404c93463,2020-08-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-1AU5O6,ACC-CUG7RQ8,MOBILE,Android 14,fp-b1d421ebd0cb,2021-08-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-PZHJ14,ACC-D1I4N2E,MOBILE,Android 12,fp-74501a939a52,2021-03-26,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-IV910D,ACC-D6FLEEP,MOBILE,iOS 17,fp-dee8954faa8a,2026-01-17,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-JQ0790,ACC-D7761SU,MOBILE,iOS 16,fp-a853bc60c2ad,2022-08-16,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-L84UMO,ACC-D7CEDA0,MOBILE,iOS 16,fp-400b6d671c57,2025-06-29,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-YYNR33,ACC-DG0LKS9,MOBILE,iOS 16,fp-d903da951024,2021-05-10,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-AH0YIB,ACC-DJKDFR2,MOBILE,Android 14,fp-76c4f0cb726f,2025-10-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-ZM80UE,AVAILABLE
DEV-ZM80UE,ACC-DJKDFR2,MOBILE,Android 14,fp-0a83b40fd9ef,2026-06-20,2025-10-06,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-L3WZFA,ACC-DJKDFR2,MOBILE,iOS 17,fp-1df64ac820c5,2026-06-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-PKN2AL,ACC-DM7X52D,MOBILE,iOS 16,fp-c750f3b92a37,2026-07-31,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-F1HMQT,ACC-DPFF5E8,MOBILE,Android 12,fp-71bf6d8581c5,2025-07-26,2025-12-12,FALSE,TRUE,FALSE,RETIRED,,UNKNOWN
DEV-51RW3P,ACC-DPFF5E8,MOBILE,Android 12,fp-e12ab143c2a9,2025-07-31,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-SRA0NB,ACC-DPFF5E8,MOBILE,iOS 16,fp-488ea3770a72,2025-12-12,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-F1HMQT,AVAILABLE
DEV-IFU461,ACC-DW6ET32,MOBILE,iOS 17,fp-85d250a4e013,2022-08-10,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-TJ4GX2,ACC-DY1MSMZ,MOBILE,iOS 16,fp-b246428bd60c,2024-11-16,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-5QE06P,ACC-DY7084P,MOBILE,Android 13,fp-6ceb4303e05b,2024-03-13,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-1NQTSN,ACC-E00V830,MOBILE,Android 12,fp-8cc7732467be,2025-06-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-NAS6XJ,AVAILABLE
DEV-NAS6XJ,ACC-E00V830,MOBILE,iOS 16,fp-ebcf16cad416,2025-12-03,2025-06-14,FALSE,TRUE,FALSE,RETIRED,,UNKNOWN
DEV-P7SP09,ACC-E00V830,MOBILE,Android 13,fp-c6ab702024ec,2025-12-17,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-XBWP3B,ACC-E3YVZMZ,MOBILE,Android 13,fp-ecaccd8a4d60,2025-05-08,2025-07-08,FALSE,TRUE,FALSE,RETIRED,,UNKNOWN
DEV-PGP952,ACC-E3YVZMZ,MOBILE,iOS 16,fp-2a6016e0534f,2025-05-13,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-FUPM5B,ACC-E3YVZMZ,MOBILE,iOS 16,fp-3e8c784cd629,2025-07-08,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-XBWP3B,AVAILABLE
DEV-LW3MDZ,ACC-E6PR5N8,MOBILE,iOS 16,fp-492756ae0e27,2025-08-29,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-ZSVV38,ACC-E6SVH6Q,MOBILE,iOS 16,fp-f2fa056c86d4,2025-11-07,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-5PRPC1,ACC-ECJ5B4C,MOBILE,Android 14,fp-b2e99c7d771f,2022-05-15,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-TDQ0AW,ACC-ECTS377,MOBILE,Android 14,fp-2d7d04d7d7ec,2023-07-22,2025-10-13,FALSE,TRUE,FALSE,RETIRED,,UNKNOWN
DEV-LWJXM7,ACC-ECTS377,MOBILE,iOS 16,fp-de1ecab34f56,2023-07-25,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-6U6A7U,ACC-ECTS377,WEB,Windows 11 / Chrome,fp-6b677c9fa1dd,2025-09-25,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-0HJMIX,ACC-ECTS377,MOBILE,Android 13,fp-63f7988290e3,2025-10-13,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-TDQ0AW,AVAILABLE
DEV-AFRQ9U,ACC-EM2IFVH,MOBILE,iOS 17,fp-eacac89faa75,2024-03-06,2025-09-22,FALSE,TRUE,FALSE,RETIRED,,UNKNOWN
DEV-X6PVK6,ACC-EM2IFVH,MOBILE,iOS 17,fp-6320ee5cbee9,2024-03-20,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-NR0Q16,ACC-EM2IFVH,MOBILE,iOS 16,fp-4c789e6a3f8b,2025-09-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-AFRQ9U,AVAILABLE
DEV-EV9XMF,ACC-EOGKKC0,MOBILE,Android 14,fp-d253ae8b1689,2023-07-25,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-467R6N,ACC-ER1KTGJ,MOBILE,Android 12,fp-665d6b6c9673,2020-03-11,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-RRPHM8,ACC-ER1KTGJ,WEB,Windows 10 / Edge,fp-8fdf0ed9f31f,2026-03-18,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-GXK0BN,ACC-EYNINT1,MOBILE,Android 14,fp-6f1156e847dc,2021-02-17,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-78A1MV,ACC-EZC1B3E,MOBILE,Android 12,fp-9a8b0a5cb7f1,2026-01-10,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-5RXQZJ,ACC-FH01XWM,MOBILE,Android 14,fp-e326af1e8955,2023-07-10,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-TO9NJI,ACC-FPEA0JL,MOBILE,Android 12,fp-70d3fffafdcd,2022-11-26,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-0RIBAB,ACC-FV4B1K1,MOBILE,Android 12,fp-86d36fa7ba54,2022-10-29,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-L654TU,ACC-FW9S351,MOBILE,Android 14,fp-dee41a991c63,2022-08-30,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-SHSUT9,ACC-FZGLI4U,MOBILE,Android 13,fp-9e8b3ec8bf1f,2019-09-27,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7A84WR,ACC-FZVE9L4,MOBILE,Android 12,fp-fbe3f62a0d7b,2023-02-21,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-8H4RJF,ACC-G7ECILC,MOBILE,Android 14,fp-92540f1032a9,2023-04-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-1BRN1Y,ACC-G8WJAI7,MOBILE,Android 13,fp-990b99750519,2023-08-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-BN2QQ2,ACC-G8WJAI7,TABLET,Android 14 (Tablet),fp-ceb65ac94c45,2025-08-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-3FU3KX,ACC-G9O9YP6,MOBILE,Android 14,fp-8ea4ddc76e3b,2023-11-16,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-XOI81D,ACC-G9O9YP6,TABLET,iPadOS 17,fp-9a85faeeffe7,2025-10-27,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-AO2VIS,ACC-G9YS831,MOBILE,iOS 16,fp-19dc3003814d,2025-03-09,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-G3ULID,ACC-GA3ZIBH,MOBILE,iOS 16,fp-a8a22da77c66,2025-12-03,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-V9NCBR,AVAILABLE
DEV-V9NCBR,ACC-GA3ZIBH,MOBILE,Android 12,fp-446841b00b45,2026-01-30,2025-12-03,FALSE,TRUE,FALSE,RETIRED,,UNKNOWN
DEV-M9DRWD,ACC-GA3ZIBH,MOBILE,Android 14,fp-cd97104e53c1,2026-02-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-8JL3QY,ACC-GCNM08K,MOBILE,Android 14,fp-7a6996a310e2,2021-07-23,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-3NY2TD,ACC-GCNM08K,WEB,macOS / Safari,fp-80e87e755028,2026-05-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-FTIN6T,ACC-GE49DBZ,MOBILE,Android 13,fp-b07c87a28dfe,2022-12-16,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-C2K4SU,ACC-GFAT2XR,MOBILE,Android 12,fp-05f2391f200b,2025-02-16,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7TBATY,ACC-GG2KTBC,MOBILE,iOS 17,fp-8c749f0f7fcf,2026-04-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,UNKNOWN
DEV-HLY31E,ACC-GG7JPM7,MOBILE,Android 14,fp-fb87d407c6bd,2019-12-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-E4CRK8,ACC-GL64TPK,MOBILE,Android 13,fp-d823476be7d2,2021-05-06,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-UR1ERM,ACC-H1RJFUI,MOBILE,Android 14,fp-732c16c0c5ca,2024-08-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-DGPJA7,ACC-H1RJFUI,WEB,Windows 10 / Edge,fp-037a6c82ab28,2025-08-24,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-SGXI61,ACC-H3FNBDV,MOBILE,Android 14,fp-9802d2e1c839,2025-01-07,2026-04-03,FALSE,TRUE,FALSE,RETIRED,,UNKNOWN
DEV-KKW78V,ACC-H3FNBDV,MOBILE,Android 12,fp-8636af90e9e8,2025-01-25,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-4J0G5W,ACC-H3FNBDV,TABLET,Android 14 (Tablet),fp-aef1c37984a3,2026-03-24,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-TUNP5W,ACC-H3FNBDV,MOBILE,Android 14,fp-03bc38d3c92b,2026-04-03,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-SGXI61,AVAILABLE
DEV-Z0P77U,ACC-H3FNBDV,MOBILE,iOS 17,fp-2d0b81f348cc,2026-08-18,2026-08-29,FALSE,TRUE,FALSE,ACTIVE,DEV-TUNP5W,AVAILABLE
DEV-IWJUY9,ACC-H7GPNG4,MOBILE,Android 14,fp-1954979ce772,2023-07-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-DN5EQ3,ACC-H7GX86O,MOBILE,Android 14,fp-b96876c2ca8d,2024-03-04,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-8KC4SV,ACC-HEZ5EDJ,MOBILE,Android 12,fp-b54edff8566a,2026-04-08,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-C6IGIR,ACC-HGP8IY3,MOBILE,Android 13,fp-ecd9a6c4437a,2024-10-05,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-PRQY8U,ACC-HGP8IY3,WEB,Windows 11 / Chrome,fp-4298b88e4b9e,2026-05-09,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-ARUOB8,ACC-HGP8IY3,MOBILE,Android 14,fp-471172aeeaf1,2026-08-24,2026-08-29,FALSE,TRUE,FALSE,ACTIVE,DEV-C6IGIR,AVAILABLE
DEV-XFQ7WQ,ACC-HHFH56O,MOBILE,iOS 17,fp-59a32e4a0b97,2024-09-20,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-96TJZM,ACC-HHFH56O,WEB,Windows 10 / Edge,fp-b23fd76c5729,2025-09-07,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-65O8YO,ACC-HL8Z7IO,MOBILE,Android 12,fp-4b5c3df8fbe7,2020-12-24,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-9RP55S,ACC-HL8Z7IO,WEB,Windows 10 / Edge,fp-91c95202bfd7,2026-03-24,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-YA9YRY,ACC-HMUH8LM,WEB,macOS / Safari,fp-d23544748cf4,2025-08-15,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-72FTQY,ACC-HMUH8LM,MOBILE,Android 12,fp-6a72aadc9468,2026-04-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-ZA9X2P,ACC-HUCI5RX,MOBILE,iOS 16,fp-e3fb41a9859b,2024-06-13,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-MJNCQ0,ACC-HYKM1QW,MOBILE,Android 12,fp-7084e59e29cd,2022-01-25,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-DYCTN0,ACC-I4J3X09,MOBILE,Android 14,fp-4a40846f695f,2024-11-09,2026-03-30,FALSE,TRUE,FALSE,RETIRED,,UNKNOWN
DEV-6MVA75,ACC-I4J3X09,MOBILE,Android 12,fp-b1523117449c,2024-11-10,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-30K4D5,ACC-I4J3X09,MOBILE,iOS 16,fp-ff95d8f38e07,2026-03-30,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-DYCTN0,AVAILABLE
DEV-91PGKB,ACC-I603D93,MOBILE,iOS 17,fp-fdfa8e7706e8,2022-12-09,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-0PIB3K,ACC-I72U6W3,MOBILE,Android 13,fp-e032f44f7080,2024-08-03,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-L6Z7VT,ACC-I72U6W3,TABLET,Android 14 (Tablet),fp-ee8ad3327435,2025-12-01,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-OJZX0M,ACC-I85FVOE,MOBILE,Android 12,fp-8ac130abbd90,2025-03-09,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-D90CLF,ACC-I9NWRI1,MOBILE,iOS 17,fp-325fba15d0c4,2023-04-27,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7IF361,ACC-IF3G3T3,MOBILE,Android 13,fp-95111b378a1c,2022-07-11,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-73UD1D,ACC-IFI031L,MOBILE,Android 13,fp-3b0d708de7be,2026-01-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-QO529L,ACC-IFY7O0P,MOBILE,Android 14,fp-102285b3affa,2019-08-27,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-2JF81I,ACC-IITA5WV,MOBILE,iOS 16,fp-8ab6695363a5,2024-08-09,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-70AJHL,ACC-IRTR5JE,MOBILE,Android 12,fp-078fa79c3bac,2020-07-30,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-M9E99W,ACC-J1YE24Z,MOBILE,Android 12,fp-5fe221ab2038,2022-02-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-X4K64T,ACC-J4EATMM,MOBILE,Android 14,fp-f4e1e53c941d,2019-11-20,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-651IBM,ACC-J5CI6VG,MOBILE,Android 12,fp-6e7ca595fd0f,2026-06-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-L6NDGX,ACC-J7S9KT5,MOBILE,iOS 17,fp-4d3eb808b167,2025-07-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-T90R20,ACC-J7S9KT5,WEB,Windows 10 / Edge,fp-1286ea383bd9,2026-02-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-2XZ084,ACC-JE7AK2W,MOBILE,Android 12,fp-15c7f069ca8a,2021-11-01,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-WQ8T8J,ACC-JS2MXCB,MOBILE,iOS 16,fp-9a2ccf2ed833,2024-08-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-KXCN6D,ACC-JWSOYH5,MOBILE,Android 13,fp-cb6aa2ea3773,2023-02-16,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-H4391V,ACC-JXVIHM2,MOBILE,iOS 17,fp-9da6d0be4d18,2021-12-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7UQTPT,ACC-K1OGI6H,MOBILE,iOS 16,fp-0665ebe87854,2026-01-11,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7XQZ3C,ACC-K5SILU2,MOBILE,Android 13,fp-efdafd44b7f8,2020-08-13,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-L2CP4S,ACC-K8THBZ5,MOBILE,iOS 17,fp-bdddac8dea41,2020-11-01,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-FRYD1A,ACC-K9XH0HH,MOBILE,Android 13,fp-e762e0d5ff83,2022-11-15,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-UJ7F3Z,ACC-KC6Q0S7,MOBILE,Android 13,fp-1deb15dcbd0b,2025-04-20,2026-01-13,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-E3W2GH,ACC-KC6Q0S7,MOBILE,Android 12,fp-d65670113437,2025-04-24,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-CO7XBC,ACC-KC6Q0S7,MOBILE,Android 14,fp-6416fbba5aa0,2026-01-13,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-UJ7F3Z,AVAILABLE
DEV-I3N1QG,ACC-KEARJ2W,MOBILE,Android 13,fp-927eb425318e,2021-02-25,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-RLGX6H,ACC-KEARJ2W,TABLET,iPadOS 17,fp-bee766a36cab,2025-09-07,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-VYZ8SQ,ACC-KGYC4OM,MOBILE,Android 12,fp-47f76e253422,2025-10-03,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-6WOH52,ACC-KO0JL6Q,MOBILE,Android 12,fp-e3134163b23c,2023-11-26,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-A1T9KA,ACC-KQO4XSD,MOBILE,Android 13,fp-d684ae9114b9,2024-05-25,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-OWL13Y,ACC-KRF7YIN,MOBILE,iOS 17,fp-f733857600f5,2022-08-11,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
