transaction_id,sender_account_id,receiver_account_id,timestamp,amount,currency,transaction_type,channel,beneficiary_id,device_id,geo_event_id,is_international,balance_after,transaction_status,payment_reference
TXN-XW2I83L,ACC-IITA5WV,EXT-E418GGQ,2026-04-26 23:16:00,2322.29,INR,UPI_MERCHANT,UPI,,DEV-2JF81I,,FALSE,278495.84,SUCCESS,UPI/155779453
TXN-0QWZKEF,ACC-95IUZ6Y,EXT-K4ITIBR,2026-04-26 23:25:00,419.63,INR,UPI_MERCHANT,UPI,,DEV-5JY2FN,GEO-3S06BC,FALSE,312594.38,SUCCESS,UPI/237417659
TXN-4A2P82O,ACC-D1I4N2E,EXT-2T5TWGC,2026-04-26 23:46:00,2763.48,INR,UPI_MERCHANT,UPI,,DEV-PZHJ14,,FALSE,1358073.27,SUCCESS,UPI/469102716
TXN-91RBDCZ,ACC-FZVE9L4,EXT-U7IPZ12,2026-04-27 08:12:00,434.78,INR,UPI_MERCHANT,UPI,,DEV-7A84WR,GEO-SKWO2X,FALSE,503750.68,SUCCESS,UPI/242021913
TXN-VM3L2W7,ACC-6Y3A5Z1,ACC-6Y3A5Z1,2026-04-27 08:17:00,1000.00,INR,ATM_WITHDRAWAL,ATM,,,,FALSE,410234.72,SUCCESS,ATM-CASH563059
TXN-F1RQ08G,ACC-R9RIGPP,EXT-3JQIP98,2026-04-27 08:27:00,1545.00,INR,UPI_MERCHANT,UPI,BEN-QDLV24,DEV-TK54UY,GEO-U9UTF9,FALSE,206079.06,SUCCESS,UPI/177530289
TXN-44KSFPM,ACC-4CSKJ3F,EXT-8JM0AXI,2026-04-27 08:29:00,2786.51,INR,UPI_MERCHANT,UPI,,DEV-8YC2G1,GEO-RKMR7T,FALSE,220300.86,SUCCESS,UPI/247077258
TXN-OW2MK6Y,ACC-W042LPI,EXT-Q6L6GT6,2026-04-27 08:39:00,387.45,INR,UPI_MERCHANT,UPI,BEN-VWOON3,DEV-UTNDF5,,FALSE,24167.59,SUCCESS,UPI/755516991
TXN-APNORA0,ACC-RMJ1BMF,EXT-K8DEV7B,2026-04-27 08:39:00,1944.01,INR,UPI_MERCHANT,UPI,,DEV-293BGO,GEO-DUFMO8,FALSE,184418.52,SUCCESS,UPI/600284029
TXN-HIMZYP1,ACC-N4YTUKC,ACC-N4YTUKC,2026-04-27 08:46:00,10000.00,INR,ATM_WITHDRAWAL,ATM,,,GEO-GO6NU9,FALSE,401107.80,SUCCESS,ATM-CASH809851
TXN-6PP6146,ACC-RYI0M7P,ACC-RYI0M7P,2026-04-27 08:51:00,500.00,INR,ATM_WITHDRAWAL,ATM,,,,FALSE,349823.37,SUCCESS,ATM-CASH107258
TXN-PB1FAEJ,ACC-366FZX6,EXT-EFDTP1M,2026-04-27 09:08:00,1289.45,INR,UPI_MERCHANT,UPI,,DEV-MPC18N,GEO-OX3JS3,FALSE,354706.19,SUCCESS,UPI/764754706
TXN-IBFHL9J,ACC-2WT59GL,EXT-7GA97HC,2026-04-27 09:11:00,2886.95,INR,UPI_MERCHANT,UPI,,DEV-MJSPI9,GEO-2P6XG7,FALSE,198430.21,SUCCESS,UPI/496472052
TXN-T0E3XFO,ACC-G7ECILC,EXT-SA17N24,2026-04-27 09:27:00,1205.06,INR,UPI_MERCHANT,UPI,,DEV-8H4RJF,,FALSE,154175.53,SUCCESS,UPI/778221260
TXN-11Q36ZX,ACC-U9NMNSW,EXT-B9M80O2,2026-04-27 09:29:00,2888.88,INR,CARD_PURCHASE,CARD,,DEV-8IM9T1,GEO-1ZAWMQ,FALSE,279647.53,SUCCESS,E-COM/4279646080
TXN-8L8LGZ2,ACC-TM9MCPR,ACC-B2JA7EF,2026-04-27 09:34:00,2749.52,INR,NEFT_TRANSFER,NEFT,BEN-JSY7DN,DEV-D1MRBC,GEO-8LCVBS,FALSE,874334.93,SUCCESS,NEFT2925605873
TXN-J4GQDR6,ACC-1ZF88JR,EXT-CEAWL6U,2026-04-27 09:38:00,940.21,INR,UPI_MERCHANT,UPI,,DEV-TUCOJ6,GEO-WFK35E,FALSE,440094.99,SUCCESS,UPI/855230969
TXN-2VP4G2D,ACC-SCH53XD,EXT-O97MQM8,2026-04-27 09:39:00,42172.37,INR,IMPS_TRANSFER,IMPS,BEN-WL0FUB,DEV-3JY7BX,,FALSE,462603.34,SUCCESS,RENT-202604
TXN-M2EPLBZ,ACC-K8THBZ5,ACC-K8THBZ5,2026-04-27 09:43:00,1000.00,INR,ATM_WITHDRAWAL,ATM,,,GEO-QPU2VJ,FALSE,500635.82,SUCCESS,ATM-CASH260633
TXN-9OF57OO,ACC-R37F7FP,EXT-IBTRJ0Z,2026-04-27 09:50:00,2856.88,INR,UPI_MERCHANT,UPI,,DEV-UJJE6L,GEO-PGJPW3,FALSE,206310.99,SUCCESS,UPI/450971098
TXN-NBN3RQO,ACC-XQS3H4D,ACC-XQS3H4D,2026-04-27 09:53:00,500.00,INR,ATM_WITHDRAWAL,ATM,,,GEO-A5JJS7,FALSE,1096191.67,SUCCESS,ATM-CASH652210
TXN-O3ZK7MH,ACC-PNEE5DN,EXT-V7ENV57,2026-04-27 09:53:00,909.16,INR,UPI_MERCHANT,UPI,,DEV-GGA0HE,,FALSE,240725.14,SUCCESS,UPI/762090785
TXN-1KM2WLC,ACC-9K6DZQ5,EXT-C0TB505,2026-04-27 09:59:00,2777.31,INR,UPI_MERCHANT,UPI,,DEV-5B9BDI,GEO-5X7OBP,FALSE,379160.80,SUCCESS,UPI/465240176
TXN-R0OXKHI,ACC-H7GPNG4,EXT-3JQIP98,2026-04-27 10:10:00,6778.48,INR,CARD_PURCHASE,CARD,,DEV-IWJUY9,GEO-GS1T24,FALSE,300442.42,SUCCESS,E-COM/1670629819
TXN-F1TQAHF,ACC-5DFNIAJ,EXT-T835S3I,2026-04-27 10:21:00,63401.56,INR,IMPS_TRANSFER,IMPS,BEN-HZ9ZM0,DEV-FGL0C5,GEO-W1QCHD,FALSE,402128.63,SUCCESS,RENT-202604
TXN-22MI5TD,ACC-6K088ZF,EXT-NREK8PK,2026-04-27 10:24:00,12115.25,INR,CARD_PURCHASE,CARD,,DEV-ESX32G,,FALSE,168822.51,SUCCESS,E-COM/8999531670
TXN-6D1QNM1,ACC-2Z1UBYH,EXT-708VHLX,2026-04-27 10:27:00,2840.65,INR,UPI_MERCHANT,UPI,,DEV-9714WE,,FALSE,335522.26,SUCCESS,UPI/657297433
TXN-XF0YRK0,ACC-TM9MCPR,ACC-TM9MCPR,2026-04-27 10:27:00,1000.00,INR,ATM_WITHDRAWAL,ATM,,,GEO-IBI45G,FALSE,873334.93,SUCCESS,ATM-CASH586319
TXN-C7690CY,ACC-4SBKXCS,EXT-9GEGISR,2026-04-27 10:29:00,1673.68,INR,UPI_MERCHANT,UPI,,DEV-C9ZYH8,GEO-OFZ47P,FALSE,455059.67,SUCCESS,UPI/285606236
TXN-DS0HSDH,ACC-SRI2AOF,EXT-AK1VRJN,2026-04-27 11:08:00,12408.91,INR,CARD_PURCHASE,CARD,,DEV-QI0V13,GEO-T2TQ57,FALSE,654476.13,SUCCESS,E-COM/2216944695
TXN-UAT6ZGZ,ACC-D7761SU,EXT-AAAOSH8,2026-04-27 11:14:00,203.34,INR,UPI_MERCHANT,UPI,,DEV-JQ0790,GEO-3KTW7O,FALSE,406425.12,SUCCESS,UPI/372194770
TXN-CTG0LCM,ACC-USMF0XL,EXT-B9M80O2,2026-04-27 11:16:00,14762.76,INR,CARD_PURCHASE,CARD,,DEV-L57379,,FALSE,337955.52,SUCCESS,E-COM/8740112104
TXN-BON396L,ACC-FZVE9L4,EXT-OGYR3XK,2026-04-27 11:20:00,5148.08,INR,CARD_PURCHASE,CARD,,DEV-7A84WR,GEO-FAXL45,FALSE,498602.60,SUCCESS,E-COM/3759647146
TXN-9TB3HK8,ACC-21YEFI7,EXT-1LJES43,2026-04-27 11:23:00,2900.68,INR,UPI_MERCHANT,UPI,,DEV-H0GXBG,GEO-3JDNEI,FALSE,219499.33,SUCCESS,UPI/832968823
TXN-763JSL5,ACC-66NW7Y6,EXT-TJ6TLSO,2026-04-27 11:28:00,2056.81,INR,UPI_MERCHANT,UPI,,DEV-X90Q3L,GEO-MIZ7TT,FALSE,790333.77,SUCCESS,UPI/974817640
TXN-J7VMHM8,ACC-QEG9DDV,ACC-QEG9DDV,2026-04-27 11:44:00,2000.00,INR,ATM_WITHDRAWAL,ATM,,,,FALSE,259850.03,SUCCESS,ATM-CASH904736
TXN-GGDTAF6,ACC-W14TOBD,ACC-W14TOBD,2026-04-27 11:46:00,500.00,INR,ATM_WITHDRAWAL,ATM,,,GEO-QPOR7H,FALSE,334814.08,SUCCESS,ATM-CASH551797
TXN-477AKEF,ACC-4IKMOC0,EXT-3JQIP98,2026-04-27 11:50:00,3839.79,INR,UPI_MERCHANT,UPI,BEN-O1YT3D,DEV-PV9L9V,GEO-3RULVU,FALSE,324363.13,SUCCESS,UPI/917880025
TXN-P88LB9Q,ACC-ECJ5B4C,EXT-NREK8PK,2026-04-27 11:56:00,1313.97,INR,UPI_MERCHANT,UPI,BEN-LBE70C,DEV-5PRPC1,,FALSE,336936.38,SUCCESS,UPI/158537150
TXN-HF6712H,ACC-RNKK5FI,EXT-1EWNAV0,2026-04-27 11:58:00,1578.50,INR,UPI_MERCHANT,UPI,,DEV-GPRT2Y,GEO-8XBPX3,FALSE,232609.33,SUCCESS,UPI/740110721
TXN-03OT4M0,ACC-CDP9AJG,EXT-3JQIP98,2026-04-27 11:58:00,372.83,INR,UPI_MERCHANT,UPI,BEN-ACGEI0,DEV-5Q0NAH,,FALSE,388054.58,SUCCESS,UPI/944352516
TXN-VS4LO52,ACC-SY0X4KN,EXT-8F1CBFN,2026-04-27 11:59:00,8839.76,INR,CARD_PURCHASE,CARD,,DEV-R0MYGW,GEO-5GNXL3,FALSE,234915.29,SUCCESS,E-COM/1375313880
TXN-538QSS1,ACC-FZGLI4U,ACC-FZGLI4U,2026-04-27 12:13:00,1000.00,INR,ATM_WITHDRAWAL,ATM,,,,FALSE,276863.10,SUCCESS,ATM-CASH160286
TXN-UIWQ5BK,ACC-EYNINT1,EXT-7Q9AH8R,2026-04-27 12:13:00,9104.40,INR,CARD_PURCHASE,CARD,,DEV-GXK0BN,GEO-9SNI0D,FALSE,284405.13,SUCCESS,E-COM/5195104903
TXN-TE2649Q,ACC-PCZ2O8N,EXT-3WK6Z1U,2026-04-27 12:17:00,768.62,INR,UPI_MERCHANT,UPI,,DEV-VN82SV,,FALSE,392416.21,SUCCESS,UPI/861033211
TXN-E2D3XPX,ACC-K8THBZ5,EXT-7TK0VQT,2026-04-27 12:34:00,1506.53,INR,UPI_MERCHANT,UPI,,DEV-L2CP4S,,FALSE,499129.29,SUCCESS,UPI/664025740
TXN-5I018CD,ACC-FZGLI4U,ACC-FZGLI4U,2026-04-27 12:40:00,2000.00,INR,ATM_WITHDRAWAL,ATM,,,,FALSE,274863.10,SUCCESS,ATM-CASH564379
TXN-4JGW5HU,ACC-4Z56RJ3,EXT-OGYR3XK,2026-04-27 12:48:00,12249.14,INR,CARD_PURCHASE,CARD,,DEV-8E67F5,GEO-TMZAQ7,FALSE,127330.41,SUCCESS,E-COM/6562484728
TXN-W52GBOT,ACC-1FSOC4W,ACC-1FSOC4W,2026-04-27 13:06:00,10000.00,INR,ATM_WITHDRAWAL,ATM,,,GEO-C4QVOV,FALSE,161418.96,SUCCESS,ATM-CASH150975
TXN-QG6HS5Q,ACC-WHV3F3F,EXT-8F1CBFN,2026-04-27 13:06:00,12748.41,INR,CARD_PURCHASE,CARD,,DEV-9QMGV2,,FALSE,694896.80,SUCCESS,E-COM/1119667160
TXN-S9QXGQV,ACC-D1I4N2E,EXT-PZC9MED,2026-04-27 13:08:00,640.05,INR,UPI_MERCHANT,UPI,,DEV-PZHJ14,,FALSE,1357433.22,SUCCESS,UPI/413074512
TXN-GTV5WGD,ACC-XU0COJB,ACC-95IUZ6Y,2026-04-27 13:14:00,22996.39,INR,NEFT_TRANSFER,NEFT,BEN-XP217Z,DEV-80L690,GEO-7JFDEQ,FALSE,502181.32,SUCCESS,NEFT9247728856
TXN-TS3XCJM,ACC-PCZ2O8N,EXT-C38HYF9,2026-04-27 13:16:00,8261.90,INR,CARD_PURCHASE,CARD,,DEV-VN82SV,GEO-933LWX,FALSE,384154.31,SUCCESS,E-COM/3275751981
TXN-SIDVAL4,ACC-I9NWRI1,EXT-XG5EOSV,2026-04-27 13:18:00,1194.45,INR,UPI_MERCHANT,UPI,,DEV-D90CLF,,FALSE,410029.62,SUCCESS,UPI/549468843
TXN-CVR9SX8,ACC-52Y4R1F,EXT-EWLAS4S,2026-04-27 13:24:00,1763.54,INR,UPI_MERCHANT,UPI,,DEV-TJ44MA,,FALSE,309223.86,SUCCESS,UPI/717274117
TXN-DUW8L11,ACC-2WFUDM7,EXT-8F1CBFN,2026-04-27 13:26:00,363.04,INR,CARD_PURCHASE,CARD,,DEV-Y2T3KX,GEO-159JE6,FALSE,280745.31,SUCCESS,E-COM/1210292456
TXN-Z4NTTW2,ACC-XU0COJB,ACC-XU0COJB,2026-04-27 13:46:00,500.00,INR,ATM_WITHDRAWAL,ATM,,,GEO-TUA4XV,FALSE,501681.32,SUCCESS,ATM-CASH747133
TXN-5GSODCX,ACC-6K088ZF,EXT-OGYR3XK,2026-04-27 13:50:00,2433.47,INR,CARD_PURCHASE,CARD,,DEV-ESX32G,,FALSE,166389.04,SUCCESS,E-COM/7683529809
TXN-VIFMU7Q,ACC-RIH330K,EXT-AK1VRJN,2026-04-27 13:50:00,1584.37,INR,UPI_MERCHANT,UPI,BEN-B0Q8QZ,DEV-R32YZ4,,FALSE,140392.01,SUCCESS,UPI/833527746
TXN-1U5GD9R,ACC-D7761SU,EXT-NREK8PK,2026-04-27 13:51:00,974.45,INR,CARD_PURCHASE,CARD,,DEV-JQ0790,,FALSE,405450.67,SUCCESS,E-COM/1399028956
TXN-C7WHBYM,ACC-J7S9KT5,ACC-J7S9KT5,2026-04-27 13:52:00,500.00,INR,ATM_WITHDRAWAL,ATM,,,,FALSE,378866.08,SUCCESS,ATM-CASH864832
TXN-ATBD9VQ,ACC-YYUG5GN,EXT-B9M80O2,2026-04-27 13:54:00,5059.85,INR,CARD_PURCHASE,CARD,,DEV-K54NSU,,FALSE,138310.65,SUCCESS,E-COM/8125500192
TXN-UF22H52,ACC-AMA18WP,EXT-1ZXOI65,2026-04-27 13:55:00,2632.82,INR,UPI_MERCHANT,UPI,BEN-5ZFVPV,DEV-STC6D1,,FALSE,362070.74,SUCCESS,UPI/409450167
TXN-8NXIV79,ACC-YSN7NG9,EXT-HJK1EYY,2026-04-27 14:05:00,4375.98,INR,CARD_PURCHASE,CARD,,DEV-SZ6CZY,GEO-BLAP0Q,FALSE,499414.83,SUCCESS,E-COM/6238566562
TXN-64AUOD4,ACC-B56HEP2,EXT-25V3JZJ,2026-04-27 14:09:00,2655.94,INR,UPI_MERCHANT,UPI,,DEV-8ZWLYD,GEO-SDIE0Z,FALSE,324632.00,SUCCESS,UPI/463361899
TXN-9PB3IDJ,ACC-1SGFGFB,EXT-1ZXOI65,2026-04-27 14:09:00,1419.11,INR,UPI_MERCHANT,UPI,BEN-RT01NB,DEV-LZIQB1,GEO-CAN6TL,FALSE,72092.45,SUCCESS,UPI/938423050
TXN-0RB3X5D,ACC-J7S9KT5,EXT-JXK87AU,2026-04-27 14:14:00,6320.98,INR,CARD_PURCHASE,CARD,,DEV-L6NDGX,GEO-XT3ENU,FALSE,372545.10,SUCCESS,E-COM/3733677545
TXN-BQ76FZN,ACC-2WFUDM7,EXT-BEURZO6,2026-04-27 14:25:00,535.75,INR,UPI_MERCHANT,UPI,,DEV-Y2T3KX,GEO-2NV3YW,FALSE,280209.56,SUCCESS,UPI/935030761
TXN-0OET425,ACC-CUG7RQ8,EXT-1ZXOI65,2026-04-27 14:32:00,1984.63,INR,UPI_MERCHANT,UPI,BEN-6PJZCE,DEV-1AU5O6,,FALSE,81194.21,SUCCESS,UPI/532684987
TXN-HI8ZNZ5,ACC-TM9MCPR,EXT-43PUYX3,2026-04-27 14:37:00,2248.57,INR,UPI_MERCHANT,UPI,,DEV-D1MRBC,,FALSE,871086.36,SUCCESS,UPI/798626931
TXN-6W850XU,ACC-PL13YLG,EXT-BGH3S3T,2026-04-27 14:38:00,2480.96,INR,UPI_MERCHANT,UPI,,DEV-8683VM,,FALSE,271281.16,SUCCESS,UPI/747166532
TXN-B6UE8TQ,ACC-ACB7G6Z,EXT-VHS1K3A,2026-04-27 14:41:00,3377.72,INR,UPI_MERCHANT,UPI,BEN-ZQKOG6,DEV-NJ0E9J,GEO-KTZ60V,FALSE,251148.23,SUCCESS,UPI/809446164
TXN-3ZXMGK8,ACC-ECJ5B4C,EXT-ZRENUN5,2026-04-27 14:46:00,12546.68,INR,CARD_PURCHASE,CARD,,DEV-5PRPC1,,FALSE,324389.70,SUCCESS,E-COM/9210766296
TXN-TA22WQ8,ACC-SP7RU86,ACC-SP7RU86,2026-04-27 14:49:00,2000.00,INR,ATM_WITHDRAWAL,ATM,,,,FALSE,306881.77,SUCCESS,ATM-CASH194349
TXN-A7JTIN0,ACC-C46C17Z,EXT-XKGUJ8I,2026-04-27 14:51:00,2704.66,INR,UPI_MERCHANT,UPI,,DEV-J8SV0T,GEO-ASHT3B,FALSE,239147.87,SUCCESS,UPI/261446910
TXN-YTWRIY7,ACC-HHFH56O,ACC-HHFH56O,2026-04-27 15:00:00,500.00,INR,ATM_WITHDRAWAL,ATM,,,,FALSE,414057.70,SUCCESS,ATM-CASH492853
TXN-NL98K1V,ACC-9RGDKUY,EXT-97WDD74,2026-04-27 15:02:00,394.41,INR,UPI_MERCHANT,UPI,,DEV-NK6NN8,GEO-CIT1XR,FALSE,456393.64,SUCCESS,UPI/959035151
TXN-XVF1X1K,ACC-ZJ2O1XJ,EXT-QZA71MS,2026-04-27 15:13:00,2401.27,INR,UPI_MERCHANT,UPI,,DEV-KSBV3D,GEO-8XS0KU,FALSE,424325.65,SUCCESS,UPI/617189142
TXN-UGHX185,ACC-2KLTALC,EXT-S626GLY,2026-04-27 15:17:00,1343.73,INR,UPI_MERCHANT,UPI,,DEV-YD1SSZ,GEO-ZMYNH4,FALSE,253610.83,SUCCESS,UPI/846556502
TXN-FJH1DWW,ACC-KRJ1925,ACC-KRJ1925,2026-04-27 15:23:00,2000.00,INR,ATM_WITHDRAWAL,ATM,,,GEO-SBFU2V,FALSE,502462.19,SUCCESS,ATM-CASH330558
TXN-58NRICV,ACC-X8ADQCH,EXT-JLRCC8S,2026-04-27 15:28:00,674.89,INR,UPI_MERCHANT,UPI,,DEV-8QWT6B,GEO-PN9O6K,FALSE,165060.68,SUCCESS,UPI/340983251
TXN-OHV54CG,ACC-K1OGI6H,EXT-JXK87AU,2026-04-27 15:40:00,4066.79,INR,CARD_PURCHASE,CARD,,DEV-7UQTPT,,FALSE,422046.33,SUCCESS,E-COM/6029757502
TXN-XFZISZ4,ACC-4SBKXCS,EXT-Q94ZCRH,2026-04-27 15:40:00,1231.60,INR,UPI_MERCHANT,UPI,,DEV-C9ZYH8,GEO-ZNKJ97,FALSE,453828.07,SUCCESS,UPI/245906714
TXN-OUHA55X,ACC-M5VWIPG,EXT-46B0WE2,2026-04-27 15:41:00,2524.98,INR,UPI_MERCHANT,UPI,,DEV-QF1NJ4,GEO-9EIPMB,FALSE,453632.57,SUCCESS,UPI/602430897
TXN-F0SLIWD,ACC-WUKFV2A,EXT-B9M80O2,2026-04-27 15:48:00,7763.31,INR,CARD_PURCHASE,CARD,,DEV-FRRC8T,,FALSE,530978.54,SUCCESS,E-COM/6448602614
TXN-ZH2S6ET,ACC-RMJ1BMF,EXT-9G6E6NT,2026-04-27 15:50:00,2894.54,INR,UPI_MERCHANT,UPI,,DEV-293BGO,GEO-HUX8NG,FALSE,181523.98,SUCCESS,UPI/685540188
TXN-NR7EIC3,ACC-E6SVH6Q,EXT-OGYR3XK,2026-04-27 15:51:00,12941.03,INR,CARD_PURCHASE,CARD,,DEV-ZSVV38,GEO-Q0LWRB,FALSE,-807244.16,SUCCESS,E-COM/7694862997
TXN-N8B4HXX,ACC-U00JTYL,EXT-OGYR3XK,2026-04-27 15:55:00,6443.74,INR,CARD_PURCHASE,CARD,,DEV-KK8EXB,GEO-WHWRX8,FALSE,163493.22,SUCCESS,E-COM/6749361323
TXN-S9JP1VS,ACC-QHDK3Z4,EXT-SKURRX4,2026-04-27 15:55:00,1355.31,INR,UPI_MERCHANT,UPI,,DEV-7K1YU2,GEO-9JURU3,FALSE,217850.62,SUCCESS,UPI/185657405
TXN-D8VY6D2,ACC-R1UQKER,EXT-H5J8P3A,2026-04-27 15:59:00,519000.00,INR,RTGS_TRANSFER,RTGS,BEN-6Z9MTR,DEV-S2DFZ8,GEO-3AUCZ9,FALSE,72385.26,SUCCESS,RTGS1683014095
TXN-3UFIXUN,ACC-C46C17Z,EXT-7Q9AH8R,2026-04-27 15:59:00,4876.03,INR,CARD_PURCHASE,CARD,,DEV-J8SV0T,GEO-1ZYKNA,FALSE,234271.84,SUCCESS,E-COM/1773369148
TXN-URXJS9H,ACC-I72U6W3,EXT-8F1CBFN,2026-04-27 16:04:00,582.15,INR,UPI_MERCHANT,UPI,BEN-0X334M,DEV-0PIB3K,GEO-V84HEP,FALSE,231259.17,SUCCESS,UPI/763297052
TXN-A0YZWGP,ACC-LUJBU00,EXT-B9M80O2,2026-04-27 16:18:00,10411.55,INR,CARD_PURCHASE,CARD,,DEV-Y4WOVP,,FALSE,304765.65,SUCCESS,E-COM/2324463468
TXN-PGAI8D1,ACC-M639BCP,ACC-M639BCP,2026-04-27 16:20:00,5000.00,INR,ATM_WITHDRAWAL,ATM,,,GEO-CLP3U3,FALSE,258036.44,SUCCESS,ATM-CASH594857
TXN-5R8HD3Q,ACC-W77QKXI,EXT-7Q9AH8R,2026-04-27 16:25:00,14788.90,INR,CARD_PURCHASE,CARD,,DEV-ANGJ8L,GEO-W9CMB9,FALSE,126761.49,SUCCESS,E-COM/9903208082
TXN-A5J9PW7,ACC-CEM9N4N,EXT-1RGQYXL,2026-04-27 16:35:00,1940.22,INR,UPI_MERCHANT,UPI,,DEV-KEK90N,GEO-RYFM6D,FALSE,502248.27,SUCCESS,UPI/628171766
TXN-9MIQ4N3,ACC-I4J3X09,EXT-3JQIP98,2026-04-27 16:42:00,12106.11,INR,CARD_PURCHASE,CARD,,DEV-6MVA75,,FALSE,311198.98,SUCCESS,E-COM/3170376923
TXN-0MS4IRT,ACC-A7NMSK8,EXT-NREK8PK,2026-04-27 16:45:00,1395.31,INR,CARD_PURCHASE,CARD,,DEV-6JF6BQ,,FALSE,248375.97,SUCCESS,E-COM/3779289545
TXN-Y4PA3LQ,ACC-W77QKXI,EXT-HR1GYBA,2026-04-27 16:54:00,1760.04,INR,UPI_MERCHANT,UPI,,DEV-ANGJ8L,GEO-UG1QOC,FALSE,125001.45,SUCCESS,UPI/905110374
TXN-FFWX7W6,ACC-JS2MXCB,EXT-ZRENUN5,2026-04-27 16:57:00,1069.76,INR,UPI_MERCHANT,UPI,BEN-7MI1G8,DEV-WQ8T8J,GEO-S00CVN,FALSE,885082.93,SUCCESS,UPI/343508330
TXN-T538FT1,ACC-73J6IUU,EXT-ZRENUN5,2026-04-27 17:05:00,12421.82,INR,CARD_PURCHASE,CARD,,DEV-AT0N03,GEO-I0DZTQ,FALSE,292910.69,SUCCESS,E-COM/7928728770
TXN-TMWARY4,ACC-TKMP1LP,EXT-79RMCBO,2026-04-27 17:05:00,1778.15,INR,UPI_MERCHANT,UPI,,DEV-Y5Q4EC,,FALSE,384963.51,SUCCESS,UPI/633417986
TXN-9EQBFE8,ACC-MU6FGK8,EXT-8F1CBFN,2026-04-27 17:14:00,9038.09,INR,CARD_PURCHASE,CARD,,DEV-W3QQAZ,GEO-CY0611,FALSE,298339.58,SUCCESS,E-COM/6751278173
TXN-BJ693MP,ACC-X1Z2YVL,EXT-C38HYF9,2026-04-27 17:29:00,5244.03,INR,CARD_PURCHASE,CARD,,DEV-IJ63WD,GEO-0HEFLS,FALSE,195849.48,SUCCESS,E-COM/8906843221
TXN-TYTH6RV,ACC-IITA5WV,EXT-C38HYF9,2026-04-27 17:38:00,2094.70,INR,UPI_MERCHANT,UPI,BEN-YL9BJR,DEV-2JF81I,,FALSE,276401.14,SUCCESS,UPI/220587173
TXN-R2IJSEU,ACC-5DFNIAJ,EXT-MWCX6UL,2026-04-27 17:58:00,2109.65,INR,UPI_MERCHANT,UPI,,DEV-FGL0C5,GEO-1BNBLT,FALSE,400018.98,SUCCESS,UPI/105667986
TXN-33Q14UX,ACC-4NOUWR6,EXT-1ZXOI65,2026-04-27 17:58:00,11207.69,INR,CARD_PURCHASE,CARD,,DEV-OMB2GT,,FALSE,416786.55,SUCCESS,E-COM/8857273609
TXN-WE57Q7G,ACC-9EC6G61,EXT-013MWQL,2026-04-27 18:01:00,2081.10,INR,UPI_MERCHANT,UPI,,DEV-OB13VA,,FALSE,211106.04,SUCCESS,UPI/513324818
TXN-G93K2GH,ACC-K9XH0HH,EXT-UJ2W72F,2026-04-27 18:01:00,1535.48,INR,UPI_MERCHANT,UPI,,DEV-FRYD1A,GEO-MVN1LR,FALSE,200886.00,SUCCESS,UPI/687951422
TXN-HDPRSD6,ACC-2WFUDM7,EXT-32NWO54,2026-04-27 18:11:00,1812.53,INR,UPI_MERCHANT,UPI,,DEV-Y2T3KX,GEO-3KTBX2,FALSE,278397.03,SUCCESS,UPI/564895559
TXN-ZZI72SV,ACC-R1UQKER,EXT-IQPWD0M,2026-04-27 18:23:00,818.50,INR,UPI_MERCHANT,UPI,,DEV-S2DFZ8,GEO-L1YMGA,FALSE,71566.76,SUCCESS,UPI/354269537
TXN-K96VX20,ACC-SCH53XD,EXT-OLU7FT6,2026-04-27 18:47:00,2653.62,INR,UPI_MERCHANT,UPI,,DEV-3JY7BX,,FALSE,459949.72,SUCCESS,UPI/804533487
TXN-NLPUBU1,ACC-USMF0XL,EXT-4HG1XKJ,2026-04-27 19:13:00,2273.78,INR,UPI_MERCHANT,UPI,,DEV-L57379,,FALSE,335681.74,SUCCESS,UPI/814333556
TXN-VX7ILKX,ACC-PCZ2O8N,EXT-7Q9AH8R,2026-04-27 19:23:00,2082.53,INR,CARD_PURCHASE,CARD,,DEV-VN82SV,GEO-BT7PW5,FALSE,382071.78,SUCCESS,E-COM/5716417971
TXN-9KQP654,ACC-4CSKJ3F,ACC-4CSKJ3F,2026-04-27 19:24:00,1000.00,INR,ATM_WITHDRAWAL,ATM,,,GEO-ONT5Y4,FALSE,219300.86,SUCCESS,ATM-CASH351046
TXN-4ZHN1SH,ACC-E6SVH6Q,EXT-3JQIP98,2026-04-27 19:26:00,1027.91,INR,UPI_MERCHANT,UPI,BEN-DL8OFX,DEV-ZSVV38,GEO-SS7UAQ,FALSE,-808272.07,SUCCESS,UPI/192125897
TXN-5U5YFHG,ACC-H1RJFUI,EXT-OGYR3XK,2026-04-27 19:33:00,2675.34,INR,CARD_PURCHASE,CARD,,DEV-UR1ERM,GEO-QQF0M2,FALSE,59355.06,SUCCESS,E-COM/1938615819
TXN-CLZ4OON,ACC-NAZNT6C,EXT-3JQIP98,2026-04-27 19:45:00,14965.32,INR,CARD_PURCHASE,CARD,,DEV-N3KC3P,GEO-0OAW3I,FALSE,861379.29,SUCCESS,E-COM/8431238561
TXN-R72OKT2,ACC-CR0F5PX,EXT-Q6L6GT6,2026-04-27 19:52:00,2182.65,INR,UPI_MERCHANT,UPI,BEN-W9DTXL,DEV-830C7X,GEO-QG070T,FALSE,475817.31,SUCCESS,UPI/268689832
